ID_ND;id;isolate;aliases;species;biotype;serotype;SNP_profile;country;continent;region;source;detail_of_isolation;year;month;comments;DOI;bioproject_accession;biosample_accession;run_accession;NCBI_assembly_accession;sender;curator;date_entered;datestamp;references
ND_PM1114;3570;FDA1186618-S001-001;PDT001280646.1;C. sakazakii;;;PDS000107648.1;USA;North America;WV;Powdered infant formula;;2022;;Infant formula, blaCSA=COMPLETE,fos=HMM. Three other strains submitted by FDA with the same SNP profile.;;;SAMN27408292;;GCA_022880875.1;3;-1;2022-04-17;2024-02-28;
ND_PM1115;3577;FDA1186908-S001-001;"CFSAN121948; SRS12613999";C. sakazakii;;;PDS000108012.2;USA;North America;MO;Powdered infant formula;;2022;;"SRA gives 'infant formula' this has been interpreted as PIF for the 'Source' entry. AMR profile: Complete (1); blaCSA HMM (1) fos. Same SNP profile as ID 3578. There are a total of 7 strains from the same source and date in SRA database.";;;SAMN27589230;;GCA_022997965.1;3;-1;2022-04-23;2023-12-28;
ND_PM1116;3578;646578A;SRS12623831;C. sakazakii;;;PDS000108012.2,;USA;North America;MO;Powdered infant formula;;2022;;SRA entry gave infant formula this has been interpreted as 'PIF' for the 'Source' entry. AMR profile: Complete blaCSA HMM fos. SNP profile same as 3577. There are a total of 7 strains with the same SNP profile.;;;SAMN27597672;;GCA_023010325.1;3;-1;2022-04-23;2023-12-28;
ND_PM1117;3579;WVDA_M07713_I2201097;"I2201097_3; SRS12508182; WVDA_M07713_I2201097_3";C. sakazakii;;;PDS000107648.2;USA;North America;WV;Powdered infant formula;;2022;;7 other isolates with same SNP profile submitted to SRA. Antibiogram blaCSA-1 fos;;;SAMN27350391;;GCA_023102035.1;3;-1;2022-05-04;2024-02-28;
ND_PM1118;3580;WVDA_M07713_I2201097;"I2201097_1_RF; SRS12508185; WVDA_M07713_I2201097_1_RF";C. sakazakii;;;PDS000108593.1;USA;North America;WV;Powdered infant formula;;2022;;SNP profile unique. AMR blaCSA-2 fos;;;SAMN27350392;;GCA_023102015.1;3;-1;2022-05-04;2024-02-28;
ND_PM1119;3581;K5-TG1-2;SRS12855832;C. sakazakii;;;PDS000108955.1;USA;North America;;Cat Food;;2022;;Kibble with Raw Coating Cat Food. Five in total with same SNP profile. AMR blaCSA fos;;;SAMN27861294;;GCA_023239145.1;3;-1;2022-05-07;2024-02-28;
ND_PM1120;3582;K5-VR1-1;SRS12855837;C. sakazakii;;;PDS000108955.1;USA;North America;;Cat Food;;2022;;Kibble with Raw Coating Cat Food. Five in total with same SNP profile. AMR blaCSA fos;;;SAMN27861299;;GCA_023239165.1;3;-1;2022-05-07;2024-02-28;
ND_PM1121;3592;2022N-4019;SRS13578160;C. sakazakii;;;;USA;North America;USA;Clinical;;2022;;Antibiogram: blaCSA-2;;;SAMN29333005;;GCA_023901335.1;3;-1;2022-06-26;2024-02-28;
ND_PM1122;3593;JXES-28;;C. sakazakii;;;;China;Asia;Wuhan;Infant food;;2021;;Antibiogram: blaCSA;;;SAMN28951057;;GCA_023805435.1;3;-1;2022-06-26;2022-12-28;
ND_PM1123;3594;FDA1169897-S006-003;"CFSAN124371; SRS13408020";C. sakazakii;;;;USA;North America;IA;Environmental;;2022;;Environmental swabs from a manufacturer of infant formula. Antibiogram: blaCSA, HMM(1), fos;;;SAMN29096848;;GCA_023744875.1;3;-1;2022-06-26;2023-12-28;
ND_PM1124;3595;FDA1169897-S006-001;"CFSAN124172; SRS13304671";C. sakazakii;;;;USA;North America;IA;Environmental;;2022;;"Environmental swab; antibiogram: blaCSA-2, HMM(1), fos";;;SAMN28887014;;GCA_023687285.1;3;-1;2022-06-26;2024-02-28;
ND_PM1125;3596;CFSAN019562;SRS726859;C. sakazakii;;;PDS000036939.3;USA;North America;WI;Environmental;;2022;;Equiv: 3592. Environmental swab. Antibiogram: blaCSA HMM fos;;;SAMN03135610;;GCA_023903875.1;3;-1;2022-06-30;2023-10-28;
ND_PM1126;3597;CFSAN019563;SRS726860;C. sakazakii;;;PDS000036939.3;USA;North America;WI;Environmental;;2022;;Equiv: 1363. Environmental swab. Antibiogram: blaCSA HMM fos;;;SAMN03135611;;GCA_023903055.1;3;-1;2022-06-30;2023-10-28;
ND_PM1127;3598;FDA846689 32;"CFSAN022614; FDA00008001; SRS722939";C. sakazakii;;;PDS000112223.1;USA;North America;TX;environmental;;2014;;Antibiogram: blaCSA, HMM(1), fos;;;SAMN03083784;;GCA_023927265.1;3;3;2022-07-03;2023-04-02;
ND_PM1128;3599;FDA846689 55;"CFSAN022615; FDA00008002; SRS722936";C. sakazakii;;;PDS000112223.1;USA;North America;TX;environmental;;2014;;Antibiogram: blaCSA, HMM(1), fos;;;SAMN03083785;;GCA_023934385.1;3;3;2022-07-03;2023-04-02;
ND_PM1129;3600;FDA857333 84;"CFSAN022618; FDA00008005; SRS722933";C. sakazakii;;;;USA;North America;CA;environmental;;2022;;Antibiogram: blaCSA, HMM(1), fos;;;SAMN03083788;;GCA_023915545.1;3;-1;2022-07-03;2024-02-28;
ND_PM1130;3601;FDA1192164-S095-001;"CFSAN124405; SRS13586911";C. sakazakii;;;PDS000112222.1;USA;North America;IA;environmental;;2022;;Swab sponge from dairy facility;;;SAMN29358304;;GCA_023915665.1;3;-1;2022-07-03;2023-12-28;
ND_PM1131;3602;Md1sN;;C. turicensis;;;;USA;North America;;Animal;;2012;;Filth fly, Musca domestica, surface. Note ST816 is according to genome sequence, and not ST519 as given in the original paper. There in order of alleles 2:4:7:14:8:5:13 nt differences with the publication ST.;10.3389/fmicb.2020.561204;;;;GCA_007845795.1;3;-1;2022-07-12;2024-02-28;
ND_PM1132;3603;Md27gN;;C. sakazakii;;;;USA;North America;;Animal;;2012;;Filth fly, Musca domestica, alimentary canal;10.3389/fmicb.2020.561204;;SAMN12391533;;GCA_007845755.1;3;1;2022-07-12;2023-11-27;
ND_PM1133;3604;Ls15g;;C. sakazakii;;;;USA;North America;;Animal;;2012;;Blowfly, Lucilia sericata, alimentary canal;10.3389/fmicb.2020.561204;;SAMN06100272;;GCA_002114555.1;3;1;2022-07-12;2023-11-27;
ND_PM1134;3605;W516117;"CFSAN125195; SRS13794458";C. sakazakii;;;PDS000105568.11;USA;North America;MI;Environmental;;2022;;Environmental sponge. AMR: blaCSA fos. The alias matches one f or the 66 matching SNP profiles from Aug 2023.;;;SAMN29657437;;GCA_024227535.1;3;-1;2022-07-17;2023-10-28;
ND_PM1135;3606;W516121;"CFSAN125199; SRS13794457";C. sakazakii;;;PDS000113766.1;USA;North America;MI;Environmental;;2022;;Environmental sponge. SNP cluster same as 3607 & 3663.  AMR: blaCSA fos;;;SAMN29657436;;GCA_024226875.1;3;-1;2022-07-17;2023-10-28;
ND_PM1136;3607;W516115;"CFSAN125193; SRS13794460";C. sakazakii;;;PDS000113766.1;USA;North America;MI;Environmental;;2022;;Environmental sponge. SNP cluster same as 3606 & 3663. AMR: blaCSA fos.;;;SAMN29657439;;GCA_024228755.1;3;-1;2022-07-17;2023-10-28;
ND_PM1137;3608;W516113;"CFSAN125191; SRS13794455";C. sakazakii;;;PDS000105568.11;USA;North America;MI;Environmental;;2022;;"Environmental sponge. AMR: blaCSA fos. Alias matches one of he 66 SNP matching isolates- but with a different SNP profile; 4090.";;;SAMN29657097;;GCA_024228835.1;3;-1;2022-07-17;2023-10-28;
ND_PM1138;3609;W516116;"CFSAN125194; SRS13794456";C. sakazakii;;;PDS000105568.11;USA;North America;MI;Environmental;;2022;;"Environmental sponge. AMR: blaCSA fos. Alias matches isolate in the 66 SNP matching of Aug 2023, though the SNP profile is different; 4090";;;SAMN29657438;;GCA_024228895.1;3;-1;2022-07-17;2023-10-28;
ND_PM1139;3610;W516118;"CFSAN125196; SRS13794452";C. sakazakii;;;PDS000113766.1;USA;North America;MI;Environmental;;2022;;Environmental sponge. AMR: blaCSA fos;;;SAMN29657095;;GCA_024228905.1;3;-1;2022-07-17;2023-10-28;
ND_PM1140;3611;W516122;"CFSAN125200; SRS13794453";C. sakazakii;;;PDS000113766.1;USA;North America;MI;Environmental;;2022;;Environmental sponge. AMR: bla CSA fos;;;SAMN29657098;;GCA_024226855.1;3;-1;2022-07-17;2023-10-28;
ND_PM1141;3612;W516120;"CFSAN125198; SRS13794451";C. sakazakii;;;PDS000105568.11;USA;North America;MI;Environmental;;2022;;"Environmental sponge. AMR: blaCSA fos. Alias matches 4019 and also one of the 66 matching SNP profile August; 4090.";;;SAMN29656836;;GCA_024228995.1;3;-1;2022-07-17;2023-10-28;
ND_PM1142;3613;W516114;"CFSAN125192; SRS13794450";C. sakazakii;;;PDS000113766.1;USA;North America;MI;Environmental;;2022;;Environmental sponge. AMR: blaCSA fos;;;SAMN29657096;;GCA_024226895.1;3;-1;2022-07-17;2023-10-28;
ND_PM1143;3614;2022N-4006;SRS13709040;C. sakazakii;;;PDS000106519.2;USA;North America;;Clinical;;2022;;"AMR:  blaCSA fos; Blood isolate.This isolate is the same SNP profile as ID 3445 (2022EL-1004a) which is a breast pump isolate and 3443 (2022N-4005) which is a clinical isolate (CSF). These are in my YouTube video https://youtu.be/rJO9O3zadBk.; The CDC published a paper 1 year after my video on these strains.";http://dx.doi.org/10.15585/mmwr.mm7209a2;;SAMN29506921;;GCA_024145485.1;3;-1;2022-07-17;2024-02-28;
ND_PM1144;3615;FDA857333 82;"CFSAN022617; FDA00008004; SRS722937";C. sakazakii;;;;USA;North America;CA;Environmental;;2022;;Environmental sample, SNP cluster:   AMR: blaCSA fos;;;SAMN03083787;;GCA_024176145.1;3;-1;2022-07-17;2023-12-28;
ND_PM1145;3616;FDA864509 10;"CFSAN022619; FDA00008006; SRS722938";C. sakazakii;;;;USA;North America;WI;Environmental;;2022;;Environmental swabs taken from whey drying equipment. AMR blaCSA-2 fos;;;SAMN03083789;;GCA_024176085.1;3;-1;2022-07-17;2024-02-28;
ND_PM1146;3617;WVDA_I2201097_1_2;"I2201097_1_2; SRS12508181";C. sakazakii;;;PDS000107648.2;USA;North America;WV;Powdered infant formula;;2022;;AMR:  blaCSA fos;;;SAMN27350389;;GCA_023101995.1;3;-1;2022-07-17;2024-02-28;
ND_PM1147;3618;WVDA_I2201097_2;"I2201097_2; SRS12508179";C. sakazakii;;;PDS000107648.2;USA;North America;WV;Powdered infant formula;;2022;;AMR:  blaCSA-1 fos;;;SAMN27350388;;GCA_023185135.1;3;-1;2022-07-17;2024-02-28;
ND_PM1148;3619;WVDA_I2201097_3_2;"I2201097_3_2; SRS12508184";C. sakazakii;;;PDS000107648.2;USA;North America;WV;Powdered infant formula;;2022;;AMR:  blaCSA-1 fos;;;SAMN27350393;;GCA_023185275.1;3;-1;2022-07-17;2024-02-28;
ND_PM1149;3620;WVDA_I2201097_3;"I2201097_3; SRS12508182";C. sakazakii;;;PDS000107648.2;USA;North America;WV;Powdered infant formula;;2022;;AMR:  blaCSA-1 fos;;;SAMN27350391;;GCA_023102035.1;3;-1;2022-07-17;2024-02-28;
ND_PM1150;3621;WVDA_I2201097_1_RF;"I2201097_1_RF; SRS12508185";C. sakazakii;;;PDS000108593.1;USA;North America;WV;Powdered infant formula;;2022;;AMR: blaCSA-2 fos;;;SAMN27350392;;GCA_023102015.1;3;-1;2022-07-17;2024-02-28;
ND_PM1151;3622;WVDA_I2201309_2_3;"I2201309_2_3; SRS12508187";C. sakazakii;;;PDS000107646.2;USA;North America;WV;Powdered infant formula;;2022;;AMR: blaCSA-2 fos;;;SAMN27350396;;GCA_023102095.1;3;-1;2022-07-17;2024-02-28;
ND_PM1152;3623;WVDA_I2201304_2_4;"I2201304_2_4; SRS12508189";C. sakazakii;;;PDS000107646.2;USA;North America;WV;Powdered infant formula;;2022;;AMR: blaCSA-2 fos;;;SAMN27350395;;GCA_023102055.1;3;-1;2022-07-17;2024-02-28;
ND_PM1153;3624;FDA1186908-S004-001;"CFSAN121951; SRS12614000";C. sakazakii;;;PDS000108012.2;USA;North America;MO;Infant formula;;2022;;AMR:  blaCSA fos;;;SAMN27589417;;GCA_022997145.1;3;-1;2022-07-17;2023-12-28;
ND_PM1154;3625;FDA1186908-S003-001;"CFSAN121950; SRS12613994";C. sakazakii;;;PDS000108012.2;USA;North America;MO;Infant formula;;2022;;AMR: blaCSA fos;;;SAMN27589416;;GCA_022997185.1;3;-1;2022-07-17;2023-12-28;
ND_PM1155;3626;FDA1186618-S006-001;"CFSAN121762; SRS12541997";C. sakazakii;;;PDS000107648.2;USA;North America;WV;Infant formula;;2022;;AMR: blaCSA-1 fos;;;SAMN27408290;;GCA_022880755.1;3;-1;2022-07-17;2024-02-28;
ND_PM1156;3627;FDA1186618-S003-001;"CFSAN121759; SRS12541999";C. sakazakii;;;PDS000107648.2;USA;North America;WV;Infant formula;;2022;;AMR: blaCSA-1 fos;;;SAMN27408293;;GCA_022880645.1;3;-1;2022-07-17;2024-02-28;
ND_PM1157;3628;FDA1186619-S002-001;"CFSAN121764; SRS12541998";C. sakazakii;;;PDS000107646.2;USA;North America;WV;Infant formula;;2022;;AMR: blaCSA-2 fos;;;SAMN27408287;;GCA_022880715.1;3;-1;2022-07-17;2024-02-28;
ND_PM1158;3629;FDA1186618-S004-001;"CFSAN121760; SRS12541996";C. sakazakii;;;PDS000107648.2;USA;North America;WV;Infant formula;;2022;;AMR: blaCSA-1 fos;;;SAMN27408288;;GCA_022880735.1;3;-1;2022-07-17;2024-02-28;
ND_PM1159;3630;FDA1186620-S001-001;"CFSAN121765; SRS12541992";C. sakazakii;;;PDS000107646.2;USA;North America;WV;Infant formula;;2022;;AMR: blaCSA-2 fos;;;SAMN27408286;;GCA_022880895.1;3;-1;2022-07-17;2024-02-28;
ND_PM1160;3631;FDA1185607-S001-003;"CFSAN121556; SRS12451148";C. sakazakii;;;PDS000107155.2;USA;North America;TN;Infant formula;;2022;;Consumer liquid infant formula. AMR: blaCSA-1 fos;;;SAMN27124391;;GCA_022917455.1;3;-1;2022-07-17;2024-02-28;
ND_PM1161;3632;FDA1185607-S001-001;"CFSAN121554; SRS12451147";C. sakazakii;;;PDS000107155.2;USA;North America;TN;Infant formula;;2022;;Consumer liquid infant formula. AMR: blaCSA-1 fos;;;SAMN27124388;;GCA_022917495.1;3;-1;2022-07-17;2024-02-28;
ND_PM1162;3633;FDA1185607-S001-002;"CFSAN121555; SRS12451146";C. sakazakii;;;PDS000107155.2;USA;North America;TN;Infant formula;;2022;;Consumer liquid infant formula. AMR: blaCSA-1 fos;;;SAMN27124389;;GCA_022917555.1;3;-1;2022-07-17;2024-02-28;
ND_PM1163;3634;K5-TG1-3;SRS12855833;C. sakazakii;;;PDS000108955.1;USA;North America;NY;Food;;2022;;Cat food. AMR profile: blaCSA fos;;;SAMN27861295;;GCA_023239085.1;3;-1;2022-07-17;2024-02-28;
ND_PM1164;3635;K5-VR1-2;SRS12855836;C. sakazakii;;;PDS000108955.1;USA;North America;NY;Food;;2022;;Cat food. AMR: blaCSA fos;;;SAMN27861298;;GCA_023231675.1;3;-1;2022-07-17;2024-02-28;
ND_PM1165;3636;K5-TG1-1;SRS12855834;C. sakazakii;;;PDS000108955.1;USA;North America;USA:NY;Food;;2022;;Cat food. AMR blaCSA fos;;;SAMN27861296;;GCA_023239105.1;3;-1;2022-07-17;2024-02-28;
ND_PM1166;3637;W516119;"CFSAN125197; SRS13794454";C. sakazakii;;;PDS000105568.11;USA;North America;MI;Environmental;;2022;;"AMR blaCSA fos. Environmental swab. Alias matches isolate of 66 SNP matches (different profile number); 4090.";;;SAMN29657061;;GCA_024256945.1;3;-1;2022-07-26;2023-10-28;
ND_PM1167;3638;2021EL-1052c;SRS13709046;C. sakazakii;;Csak O4;PDS000106541.2;USA;North America;;Powdered infant formula;;2021;10;Original SRA description: 'Open formula'. Same SNP profile as 3448 (bottled water) & 3449 (open formula=3638). AMR blaCSA-1 fos;http://dx.doi.org/10.15585/mmwr.mm7209a2;;SAMN29506919;;GCA_024148685.1;3;-1;2022-07-26;2024-02-28;
ND_PM1168;3639;CFSAN019560;SRS726833;C. sakazakii;;;PDS000036939.4;USA;North America;WI;Environmental;;2014;;Environmental swab. Same strain as ID1365. AMR blaCSA;;;SAMN03135608;;GCA_024132175.1;3;-1;2022-07-26;2023-10-28;
ND_PM1169;3652;CFSAN125524;SRS14440451;C. sakazakii;;;PDS000115008.1;USA;North America;MI;Environmental;;2022;;Environmental swab. AMR blaCSA=COMPLETE,fos=HMM;;;SAMN30129709;;GCA_024612355.1;3;-1;2022-08-28;2023-12-28;
ND_PM1170;3653;CFSAN125522;SRS14440452;C. sakazakii;;;PDS000115008.1;USA;North America;MI;Environmental;;2022;;Environmental swab. AMR blaCSA=COMPLETE,fos=HMM;;;SAMN30129711;;GCA_024603055.1;3;-1;2022-08-28;2023-12-28;
ND_PM1171;3654;CFSAN125525;SRS14440453;C. sakazakii;;;PDS000115008.1;USA;North America;MI;Environmental;;2022;;Environmental swab. AMR blaCSA=COMPLETE,fos=HMM;;;SAMN30129708;;GCA_024732025.1;3;-1;2022-08-28;2023-12-28;
ND_PM1172;3655;CFSAN125527;SRS14440456;C. sakazakii;;;PDS000120092.11;USA;North America;MI;Environmental;;2022;;Environmental swab AMR blaCSA=COMPLETE,fos=HMM,mcr-9.1=COMPLETE;;;SAMN30129706;;GCA_024731945.1;3;-1;2022-08-28;2023-10-28;
ND_PM1173;3656;CFSAN125526;SRS14440454;C. sakazakii;;;PDS000105568.4;USA;North America;MI;Environmental;;2022;;Environmental swab. AMR blaCSA=COMPLETE,fos=HMM;;;SAMN30129707;;GCA_024602975.1;3;-1;2022-08-28;2023-10-28;
ND_PM1174;3657;CFSAN125523;SRS14440455;C. sakazakii;;;PDS000115008.1;USA;North America;MI;Environmental;;2022;;Environmental swab. AMR blaCSA=COMPLETE,fos=HMM;;;SAMN30129710;;GCA_024731965.1;3;-1;2022-08-28;2023-12-28;
ND_PM1175;3658;CFSAN125528;SRS14440457;C. sakazakii;;;PDS000105568.4;USA;North America;MI;Environmental;;2022;;Environmental swab. AMR blaCSA=COMPLETE,fos=HMM;;;SAMN30129705;;GCA_024603115.1;3;-1;2022-08-28;2023-10-28;
ND_PM1176;3659;2022N-4025;SRS14593035;C. sakazakii;;;PDS000017236.8;USA;North America;USA;Clinical;;2022;;AMR blaCSA-2=COMPLETE, fos=HMM. Same SNP profile as 1315 (NM1240) & 4103;;;SAMN30219912;;GCA_024614265.1;3;-1;2022-08-28;2024-02-28;
ND_PM1177;3660;CFSAN126157;SRS14779410;C. sakazakii;;;PDS000116468.1;USA;North America;WI;Drink;;2022;;AMR blaCSA-2=COMPLETE;;;SAMN30467784;;;3;-1;2022-08-28;2024-02-28;
ND_PM1178;3661;CFSAN126155;SRS14810693;C. sakazakii;;;PDS000116468.1;USA;North America;WI;Drink;;2022;;AMR blaCSA-2=COMPLETE;;;SAMN30467782;;;3;-1;2022-08-28;2024-02-28;
ND_PM1179;3662;CFSAN126156;SRS14811790;C. sakazakii;;;PDS000116468.1;USA;North America;WI;Drink;;2022;;AMR blaCSA-2=COMPLETE;;;SAMN30467783;;;3;-1;2022-08-28;2024-02-28;
ND_PM1180;3664;Eh-510176;;other;;;;Chile;South America;;Powdered infant formula;;;;Enterobacter hormaechei;;;;;;87;-1;2022-08-31;2022-10-28;
ND_PM1181;3665;Ec-510181;;other;;;;Chile;South America;;Powdered infant formula;;;;Enterobacter cloacae;;;;;;87;-1;2022-08-31;2022-12-28;
ND_PM1182;3666;Eh-510375;;other;;;;Chile;South America;;Powdered infant formula;;;;Enterobacter hormaechei;;;;;;87;-1;2022-08-31;2022-10-28;
ND_PM1183;3667;Eh-510376;;other;;;;Chile;South America;;Powdered infant formula;;;;Enterobacter hormaechei;;;;;;87;-1;2022-08-31;2022-10-28;
ND_PM1184;3668;Ec-510428;;other;;;;Chile;South America;;Powdered infant formula;;;;Enterobacter cloacae;;;;;;87;-1;2022-08-31;2022-12-28;
ND_PM1185;3669;Fh-510439;;other;;Fhelv O1;;Chile;South America;;Powdered infant formula;;;;Franconibacter helveticus;;;;;;87;-1;2022-08-31;2023-12-28;
ND_PM1186;3670;Fh-510440;;other;;Fhelv O1;;Chile;South America;;Powdered infant formula;;;;Franconibacter helveticus;;;;;;87;-1;2022-08-31;2023-12-28;
ND_PM1187;3671;FDA1198263-S001-003;"CFSAN125538; SRS14865887";C. sakazakii;;;PDS000116977.4;USA;North America;MI;Powdered infant formula;;2022;;A total of 5 strains with the same SNP cluster. AMR Complete (1) blaCSA HMM (1) fos;;;SAMN30560182;;GCA_024814235.1;3;-1;2022-09-02;2023-10-28;
ND_PM1188;3672;CFSAN126158;SRS14938864;C. sakazakii;;;PDS000117153.1;USA;North America;MI;Powdered infant formula;;2022;;Unopenned PIF can. Same SNP as 3673. In total similar SNP clusters are IDs 3672,3673,3681 and 3711. AMR complete blaCSA HMM fos.;;;SAMN30611438;;GCA_024818635.1;3;-1;2022-09-03;2023-10-28;
ND_PM1189;3673;CFSAN126160;SRS14865735;C. sakazakii;;;PDS000117153.1;USA;North America;MI;Powdered infant formula;;2022;;Unopened. Same SNP as 3672. In total similar SNP clusters are IDs 3672,3673,3681 and 3711. AMR complete blaCSA HMM fos;;;SAMN30559845;;GCA_024819075.1;3;-1;2022-09-03;2023-10-28;
ND_PM1190;3674;FDA1198263-S001-002;"CFSAN125545; SRS14865889";C. sakazakii;;;PDS000116977.5;USA;North America;MI;Powdered infant formula;;2022;;Same SNP profile as 5 other strains. See ID 3675 for comparative strain. AMR Complete blaCSA HMM fos;;;SAMN30560183;;GCA_024815495.1;3;-1;2022-09-03;2023-10-28;
ND_PM1191;3675;FDA1198263-S001-004;"CFSAN125539; SRS14865890";C. sakazakii;;;PDS000116977.5;USA;North America;MI;Powdered infant formula;;2022;;There are 5 strains with same SNP in SRA. These are all the same initial FDA strain number but -001 to -004 ending.;;;SAMN30560186;;GCA_024815475.1;3;-1;2022-09-03;2023-10-28;
ND_PM1192;3676;CFSAN126162;SRS14947574;C. sakazakii;;;PDS000117195.5;USA;North America;MI;Environmental;;2022;;SNP cluster same as 3677. AMR complete blaCSA HMM fos;;;SAMN30620261;;GCA_024866985.1;3;-1;2022-09-03;2023-10-28;
ND_PM1193;3677;CFSAN126161;SRS14947575;C. sakazakii;;;PDS000117195.5;USA;North America;MI;Environmental;;2022;;Environmental swab. SNP cluster same as 3676. AMR complete blaCSA HMM fos;;;SAMN30620280;;GCA_024856165.1;3;-1;2022-09-03;2023-10-28;
ND_PM1194;3678;CFSAN126164;SRS14947528;C. sakazakii;;;PDS000115008.3;USA;North America;MI;Environmental;;2022;;Environmental swab. AMR complete blaCSA HMM fos;;;SAMN30620265;;GCA_024860465.1;3;-1;2022-09-03;2023-12-28;
ND_PM1195;3679;CFSAN126159;SRS14865734;C. sakazakii;;;PDS000116977.5;USA;North America;MI;Powdered infant formula;;2022;;Unopened. SNP cluster same as 3674 & 3675. AMR;;;SAMN30559846;;GCA_024871145.1;3;-1;2022-09-03;2023-10-28;
ND_PM1196;3680;CFSAN126163;SRS14947529;C. sakazakii;;;PDS000105568.5;USA;North America;MI;Environmental;;2022;;Environmental swab sample. AMR blaCSA HMM fos;;;SAMN30620262;;GCA_024933825.1;3;-1;2022-09-11;2023-10-28;
ND_PM1197;3681;FDA1198966-S001-001;"CFSAN126149; SRS14966508";C. sakazakii;;;PDS000117153.2;USA;North America;MI;Powdered infant formula;;2022;;Several other isolates from same source in SRA with the same SNP cluster profile. In total similar SNP clusters are IDs 3672,3673,3681 and 3711. AMR blaCSA HMM fos;;;SAMN30648529;;GCA_024931745.1;3;-1;2022-09-11;2023-10-28;
ND_PM1198;3682;CFSAN126464;SRS15022194;C. sakazakii;;;PDS000117596.2;USA;North America;MI;Environmental;;2022;;Environmental swab sample. Total of strains with same SNP cluster in SRA, all MI environmental. AMR blaCSA HMM fos;;;SAMN30721714;;GCA_025098185.1;3;3;2022-09-11;2024-01-02;
ND_PM1199;3683;CFSAN126466;SRS15022195;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;9;Environmental swab sample. AMR blaCSA mcr09.1 HMM fos;;;SAMN30721724;;GCA_025103325.1;3;-1;2022-09-11;2023-10-28;
ND_PM1200;3695;4530;;C. sakazakii;;;;Czech Republic;Europe;;Food ingredient;;2015;6;Spice;;;;;;87;-1;2022-09-24;2022-12-28;
ND_PM1201;3696;5571;;C. dublinensis;;;;Czech Republic;Europe;;Food ingredient;;2015;7;Black pepper;;;;;;87;-1;2022-09-24;2024-02-28;
ND_PM1202;3697;42481;;C. sakazakii;;;;Czech Republic;Europe;;Animal;;2015;10;Hen droppings;;;;;;87;-1;2022-09-24;2023-10-28;
ND_PM1203;3698;CFSAN126753;SRS15195673;C. sakazakii;;;PDS000118578.5;USA;North America;MI;Environmental;;2022;;Environmental swab. AMR blaCSA-2 HMM fos;;;SAMN30954986;;GCA_025369475.1;3;-1;2022-09-24;2024-02-28;
ND_PM1204;3699;CFSAN126752;SRS15195670;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;;Environmental swab. AMR blaCSA-2 HMM fos;;;SAMN30954988;;GCA_025368955.1;3;-1;2022-09-24;2023-12-28;
ND_PM1205;3702;USMARC-54664;;C. sakazakii;;;;USA;North America;Kansas;Food;;2022;;Animal feedlot. AMR blaCSA-2 HMM fos;;;SAMN30466962;;GCA_025200595.1;3;-1;2022-09-24;2023-12-28;
ND_PM1206;3703;Crono-589;;C. sakazakii;;;;China;Asia;;Food;;2022;;AMR aadA2 blaCSA blaLAP-2;;;SAMN20586791;;GCA_025345525.1;3;-1;2022-09-24;2023-12-28;
ND_PM1207;3704;Crono-684;;C. sakazakii;;;;China;Asia;;Food;;2022;;AMR blaCSA-2 blaTEM-135 dfrA-14 tetA;;;SAMN20587836;;GCA_025345545.1;3;-1;2022-09-24;2024-02-28;
ND_PM1208;3706;TJCR0001;TJ01;C. sakazakii;5;;;China;Asia;Tianjing;Powdered infant formula;;2008;;Update of ID 664;;;;;;9;-1;2022-10-03;2024-02-28;
ND_PM1209;3707;LNCR0002;LN02;C. sakazakii;5;;PDS000136306.1;China;Asia;Liaoning;Powdered infant formula;;2006;;Update of ID 666. Same SNP as ID: 2960 AMR: blaCSA-2=COMPLETE,fos=HMM;;;SAMN25079013;;GCA_028577235.1;9;-1;2022-10-03;2024-02-28;
ND_PM1210;3708;BJCR0012;BJ12;C. sakazakii;5;;PDS000136305.1;China;Asia;Beijing;Powdered infant formula;;2007;;Update of ID 672. AMR : blaCSA-2=COMPLETE,fos=HMM;;;SAMN25079003;;GCA_028576595.1;9;-1;2022-10-03;2024-02-28;
ND_PM1211;3709;G5;SRS15318907;C. sakazakii;;;;Saudi Arabia;Asia;;Environmental;;2022;10;Soil polluted with engine oil;;;SAMN31148865;;GCA_025630735.1;3;-1;2022-10-11;2023-10-28;
ND_PM1212;3711;FDA 1198984-S001-001;"CFSAN126152; SRS15476999";C. sakazakii;;;PDS000117153.4;USA;North America;MI;Powdered infant formula;;2022;;"Several other isolates from same source in SRA with similar  SNP cluster profile PDS000117153.2 (IDs 3672, 3673, 3681), but this one is SNP cluster PDS000117153.4; AMR blaCSA HMM fos.";;PRJNA258403;SAMN30648452;;GCA_025763715.1;3;-1;2022-10-29;2023-10-28;
ND_PM1213;3712;CFSAN127643;SRS15402143;C. sakazakii;;;PDS000120092.11;USA;North America;MI;Environmental;;2022;;Environmental swab. AMR: blaCSA mcr-9.1(partial) HMM fos. Other isolates in SRA were also environmental swab isolates.;;PRJNA258403;SAMN31276234;;GCA_025692425.1;3;-1;2022-10-29;2023-10-28;
ND_PM1214;3713;CFSAN127952;SRS15522255;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;9;Environmental swab. AMR: blaCSA HMM fos.;;;SAMN31402889;;GCA_025857155.1;3;-1;2022-10-29;2024-02-28;
