ID_ND	Database	PubMLST_id	NCBI_assembly_accession	Species	Isolate Name	Aliases	Country	Continent	Region	Source	Year	Source_harmonized
ND_NC1326	NCBI	NA	GCA_024603055.1	Cronobacter sakazakii	CFSAN125522	PDT001379052.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1327	NCBI	NA	GCA_024603115.1	Cronobacter sakazakii	CFSAN125528	PDT001379057.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1328	NCBI	NA	GCA_024612355.1	Cronobacter sakazakii	CFSAN125524	PDT001379051.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1329	NCBI	NA	GCA_024614265.1	Cronobacter sakazakii	2022N-4025	PDT001382299.1	USA	North America	NA	missing	2022	Unknown and Unclassified Sources
ND_NC1330	NCBI	NA	GCA_024731945.1	Cronobacter sakazakii	CFSAN125527	PDT001379056.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1331	NCBI	NA	GCA_024731965.1	Cronobacter sakazakii	CFSAN125523	PDT001379055.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1332	NCBI	NA	GCA_024732025.1	Cronobacter sakazakii	CFSAN125525	PDT001379053.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1333	NCBI	NA	GCA_024805735.1	Cronobacter sakazakii	CFSAN126156	PDT001400391.1	USA	North America	NA	nutritional drink	2022	Food and Food Ingredients
ND_NC1334	NCBI	NA	GCA_024815455.1	Cronobacter sakazakii	FDA1198263-S001-001	PDT001404426.1	USA	North America	NA	powdered infant formula	2022	Food and Food Ingredients
ND_NC1335	NCBI	NA	GCA_024818635.1	Cronobacter sakazakii	CFSAN126158	PDT001406179.1	USA	North America	NA	powdered infant formula	2022	Food and Food Ingredients
ND_NC1336	NCBI	NA	GCA_024819075.1	Cronobacter sakazakii	CFSAN126160	PDT001404335.1	USA	North America	NA	powdered infant formula	2022	Food and Food Ingredients
ND_NC1337	NCBI	NA	GCA_024823275.1	Cronobacter sakazakii	CFSAN126155	PDT001400389.1	USA	North America	NA	nutritional drink	2022	Food and Food Ingredients
ND_NC1338	NCBI	NA	GCA_024856105.1	Cronobacter sakazakii	CFSAN126165	PDT001407597.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1339	NCBI	NA	GCA_024856165.1	Cronobacter sakazakii	CFSAN126161	PDT001407612.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1340	NCBI	NA	GCA_024860465.1	Cronobacter sakazakii	CFSAN126164	PDT001407600.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1341	NCBI	NA	GCA_024866985.1	Cronobacter sakazakii	CFSAN126162	PDT001407611.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1342	NCBI	NA	GCA_024868165.1	Cronobacter sakazakii	CFSAN126157	PDT001397973.1	USA	North America	NA	nutritional drink	2022	Food and Food Ingredients
ND_NC1343	NCBI	NA	GCA_024871145.1	Cronobacter sakazakii	CFSAN126159	PDT001404334.1	USA	North America	NA	powdered infant formula	2022	Food and Food Ingredients
ND_NC1344	NCBI	NA	GCA_024931745.1	Cronobacter sakazakii	FDA1198966-S001-001	PDT001408236.1	USA	North America	NA	Powder Infant Formula	2022	Food and Food Ingredients
ND_NC1345	NCBI	NA	GCA_024933825.1	Cronobacter sakazakii	CFSAN126163	PDT001407601.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1346	NCBI	NA	GCA_025098185.1	Cronobacter sakazakii	CFSAN126464	PDT001411729.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1347	NCBI	NA	GCA_025103325.1	Cronobacter sakazakii	CFSAN126466	PDT001412178.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1348	NCBI	NA	GCA_025113985.1	Cronobacter sakazakii	CFSAN126465	PDT001412275.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1349	NCBI	NA	GCA_025368895.1	Cronobacter sakazakii	CFSAN126755	PDT001428100.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1350	NCBI	NA	GCA_025368955.1	Cronobacter sakazakii	CFSAN126752	PDT001428096.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1351	NCBI	NA	GCA_025369215.1	Cronobacter sakazakii	CFSAN126751	PDT001428097.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1352	NCBI	NA	GCA_025369475.1	Cronobacter sakazakii	CFSAN126753	PDT001428099.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1353	NCBI	NA	GCA_025369515.1	Cronobacter sakazakii	CFSAN126754	PDT001428098.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1354	NCBI	NA	GCA_025530135.1	Cronobacter sakazakii	CFSAN127215	PDT001438984.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1355	NCBI	NA	GCA_025530155.1	Cronobacter sakazakii	CFSAN127208	PDT001438986.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1356	NCBI	NA	GCA_025530275.1	Cronobacter sakazakii	CFSAN127212	PDT001438967.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1357	NCBI	NA	GCA_025530315.1	Cronobacter sakazakii	CFSAN127214	PDT001438956.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1358	NCBI	NA	GCA_025530325.1	Cronobacter sakazakii	CFSAN127210	PDT001438955.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1359	NCBI	NA	GCA_025530355.1	Cronobacter sakazakii	CFSAN127213	PDT001438957.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1360	NCBI	NA	GCA_025530375.1	Cronobacter sakazakii	CFSAN127211	PDT001438954.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1361	NCBI	NA	GCA_025552915.1	Cronobacter sakazakii	CFSAN127209	PDT001441332.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1362	NCBI	NA	GCA_025554775.1	Cronobacter sakazakii	CFSAN127216	PDT001441242.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1363	NCBI	NA	GCA_025692285.1	Cronobacter sakazakii	CFSAN127645	PDT001453015.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1364	NCBI	NA	GCA_025692305.1	Cronobacter sakazakii	CFSAN127650	PDT001453014.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1365	NCBI	NA	GCA_025692325.1	Cronobacter sakazakii	CFSAN127649	PDT001453013.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1366	NCBI	NA	GCA_025692345.1	Cronobacter sakazakii	CFSAN127638	PDT001453009.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1367	NCBI	NA	GCA_025692365.1	Cronobacter sakazakii	CFSAN127646	PDT001453010.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1368	NCBI	NA	GCA_025692385.1	Cronobacter sakazakii	CFSAN127639	PDT001453007.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1369	NCBI	NA	GCA_025692405.1	Cronobacter sakazakii	CFSAN127647	PDT001453006.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1370	NCBI	NA	GCA_025692425.1	Cronobacter sakazakii	CFSAN127643	PDT001453005.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1371	NCBI	NA	GCA_025692485.1	Cronobacter sakazakii	CFSAN127644	PDT001453004.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1372	NCBI	NA	GCA_025692505.1	Cronobacter sakazakii	CFSAN127642	PDT001453003.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1373	NCBI	NA	GCA_025692765.1	Cronobacter sakazakii	CFSAN127640	PDT001453012.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1374	NCBI	NA	GCA_025692785.1	Cronobacter sakazakii	CFSAN127637	PDT001453008.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1375	NCBI	NA	GCA_025692805.1	Cronobacter sakazakii	CFSAN127648	PDT001453011.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1376	NCBI	NA	GCA_025692825.1	Cronobacter sakazakii	CFSAN127641	PDT001453002.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1377	NCBI	NA	GCA_025763715.1	Cronobacter sakazakii	FDA1198984-S001-001	PDT001456545.1	USA	North America	NA	powdered infant formula	2022	Food and Food Ingredients
ND_NC1378	NCBI	NA	GCA_025809895.1	Cronobacter sakazakii	CFSAN127953	PDT001463091.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1379	NCBI	NA	GCA_025809975.1	Cronobacter sakazakii	CFSAN127954	PDT001463087.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1380	NCBI	NA	GCA_025810215.1	Cronobacter sakazakii	CFSAN127955	PDT001463074.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1381	NCBI	NA	GCA_025810515.1	Cronobacter sakazakii	CFSAN127951	PDT001463057.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1382	NCBI	NA	GCA_025841765.1	Cronobacter sakazakii	wls2259	ASM2584176v1	Netherlands	Europe	NA	milk powder	Unknown	Food and Food Ingredients
ND_NC1383	NCBI	NA	GCA_025857155.1	Cronobacter sakazakii	CFSAN127952	PDT001465823.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1384	NCBI	NA	GCA_025904945.1	Cronobacter sakazakii	2022N-4029	PDT001470157.1	USA	North America	NA	missing	2022	Unknown and Unclassified Sources
ND_NC1385	NCBI	NA	GCA_026097235.1	Cronobacter sakazakii	CFSAN128230	PDT001482029.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1386	NCBI	NA	GCA_026097255.1	Cronobacter sakazakii	CFSAN128235	PDT001482027.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1387	NCBI	NA	GCA_026099235.1	Cronobacter sakazakii	CFSAN128238	PDT001482015.1	USA	North America	NA	powdered infant formula	2022	Food and Food Ingredients
ND_NC1388	NCBI	NA	GCA_026099255.1	Cronobacter sakazakii	CFSAN128231	PDT001482014.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1389	NCBI	NA	GCA_026103415.1	Cronobacter sakazakii	CFSAN128232	PDT001482268.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1390	NCBI	NA	GCA_026103495.1	Cronobacter sakazakii	CFSAN128237	PDT001482263.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1391	NCBI	NA	GCA_026103635.1	Cronobacter sakazakii	CFSAN128234	PDT001482254.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1392	NCBI	NA	GCA_026105815.1	Cronobacter sakazakii	CFSAN128236	PDT001482087.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1393	NCBI	NA	GCA_026106415.1	Cronobacter sakazakii	CFSAN128233	PDT001482020.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1394	NCBI	NA	GCA_026180285.1	Cronobacter sakazakii	FDA1206737-S001-001	PDT001485459.1	USA	North America	NA	powdered infant formula	2022	Food and Food Ingredients
ND_NC1395	NCBI	NA	GCA_026584305.1	Cronobacter sakazakii	2022N-4033	PDT001508327.1	USA	North America	NA	missing	2022	Unknown and Unclassified Sources
ND_NC1396	NCBI	NA	GCA_026759775.1	Cronobacter sakazakii	2014N-4038	PDT001517643.1	USA	North America	NA	missing	2014	Unknown and Unclassified Sources
ND_NC1397	NCBI	NA	GCA_028151905.1	Cronobacter sakazakii	CFSAN129028	PDT001590644.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1398	NCBI	NA	GCA_028151925.1	Cronobacter sakazakii	CFSAN129031	PDT001590642.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1399	NCBI	NA	GCA_028151965.1	Cronobacter sakazakii	CFSAN129045	PDT001590638.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1400	NCBI	NA	GCA_028152005.1	Cronobacter sakazakii	CFSAN129049	PDT001590637.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1401	NCBI	NA	GCA_028152035.1	Cronobacter sakazakii	CFSAN129030	PDT001590636.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1402	NCBI	NA	GCA_028152055.1	Cronobacter sakazakii	CFSAN129043	PDT001590635.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1403	NCBI	NA	GCA_028152125.1	Cronobacter sakazakii	CFSAN129035	PDT001590633.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1404	NCBI	NA	GCA_028152245.1	Cronobacter sakazakii	CFSAN129052	PDT001590629.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1405	NCBI	NA	GCA_028152325.1	Cronobacter sakazakii	CFSAN129027	PDT001590626.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1406	NCBI	NA	GCA_028154105.1	Cronobacter sakazakii	CFSAN129026	PDT001590645.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1407	NCBI	NA	GCA_028154125.1	Cronobacter sakazakii	CFSAN129046	PDT001590643.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1408	NCBI	NA	GCA_028154145.1	Cronobacter sakazakii	CFSAN129053	PDT001590641.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1409	NCBI	NA	GCA_028154165.1	Cronobacter sakazakii	CFSAN129038	PDT001590640.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1410	NCBI	NA	GCA_028154185.1	Cronobacter sakazakii	CFSAN129051	PDT001590634.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1411	NCBI	NA	GCA_028171425.1	Cronobacter sakazakii	CFSAN129065	PDT001591002.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1412	NCBI	NA	GCA_028171465.1	Cronobacter sakazakii	CFSAN129062	PDT001591000.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1413	NCBI	NA	GCA_028171485.1	Cronobacter sakazakii	CFSAN129058	PDT001591001.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1414	NCBI	NA	GCA_028171505.1	Cronobacter sakazakii	CFSAN129064	PDT001590998.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1415	NCBI	NA	GCA_028171525.1	Cronobacter sakazakii	CFSAN129057	PDT001590995.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1416	NCBI	NA	GCA_028171545.1	Cronobacter sakazakii	CFSAN129056	PDT001590999.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1417	NCBI	NA	GCA_028171565.1	Cronobacter sakazakii	CFSAN129063	PDT001590991.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1418	NCBI	NA	GCA_028171585.1	Cronobacter sakazakii	CFSAN129067	PDT001590994.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1419	NCBI	NA	GCA_028171705.1	Cronobacter sakazakii	CFSAN129059	PDT001590996.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1420	NCBI	NA	GCA_028171745.1	Cronobacter sakazakii	CFSAN129061	PDT001590997.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1421	NCBI	NA	GCA_028171925.1	Cronobacter sakazakii	CFSAN129060	PDT001591003.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1422	NCBI	NA	GCA_028172045.1	Cronobacter sakazakii	CFSAN129055	PDT001590992.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1423	NCBI	NA	GCA_028216115.1	Cronobacter sakazakii	CFSAN129388	PDT001594979.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1424	NCBI	NA	GCA_028216135.1	Cronobacter sakazakii	CFSAN129386	PDT001594981.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1425	NCBI	NA	GCA_028216155.1	Cronobacter sakazakii	CFSAN129401	PDT001594978.1	USA	North America	NA	environmental swab sponge	2023	Environmental Samples
ND_NC1426	NCBI	NA	GCA_028216175.1	Cronobacter sakazakii	CFSAN129396	PDT001594977.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1427	NCBI	NA	GCA_028216195.1	Cronobacter sakazakii	CFSAN129385	PDT001594980.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1428	NCBI	NA	GCA_028216215.1	Cronobacter sakazakii	CFSAN129398	PDT001594976.1	USA	North America	NA	environmental swab sponge	2023	Environmental Samples
ND_NC1429	NCBI	NA	GCA_028216235.1	Cronobacter sakazakii	CFSAN129402	PDT001594975.1	USA	North America	NA	environmental swab sponge	2023	Environmental Samples
ND_NC1430	NCBI	NA	GCA_028216255.1	Cronobacter sakazakii	CFSAN129397	PDT001594973.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1431	NCBI	NA	GCA_028216295.1	Cronobacter sakazakii	CFSAN129393	PDT001594972.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1432	NCBI	NA	GCA_028216315.1	Cronobacter sakazakii	CFSAN129392	PDT001594971.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1433	NCBI	NA	GCA_028216335.1	Cronobacter sakazakii	CFSAN129400	PDT001594969.1	USA	North America	NA	environmental swab sponge	2023	Environmental Samples
ND_NC1434	NCBI	NA	GCA_028216355.1	Cronobacter sakazakii	CFSAN129389	PDT001594970.1	USA	North America	NA	environmental swab sponge	2022	Environmental Samples
ND_NC1435	NCBI	NA	GCA_028576595.1	Cronobacter sakazakii	NA	PDT001611421.1	China	Asia	NA	food	2007	Food and Food Ingredients
ND_NC1436	NCBI	NA	GCA_028576695.1	Cronobacter sakazakii	NA	PDT001611419.1	China	Asia	NA	food	2010	Food and Food Ingredients
ND_NC1437	NCBI	NA	GCA_028576715.1	Cronobacter sakazakii	NA	PDT001611416.1	China	Asia	NA	food	2011	Food and Food Ingredients
ND_NC1438	NCBI	NA	GCA_028576735.1	Cronobacter sakazakii	NA	PDT001611417.1	China	Asia	NA	food	2011	Food and Food Ingredients
ND_NC1439	NCBI	NA	GCA_028576775.1	Cronobacter sakazakii	NA	PDT001611407.1	China	Asia	NA	Missing	2013	Unknown and Unclassified Sources
ND_NC1440	NCBI	NA	GCA_028577115.1	Cronobacter sakazakii	NA	PDT001611411.1	China	Asia	NA	food	2012	Food and Food Ingredients
ND_NC1441	NCBI	NA	GCA_028577175.1	Cronobacter sakazakii	NA	PDT001611409.1	China	Asia	NA	food	2012	Food and Food Ingredients
ND_NC1442	NCBI	NA	GCA_028577195.1	Cronobacter sakazakii	NA	PDT001611404.1	China	Asia	NA	food	2012	Food and Food Ingredients
ND_NC1443	NCBI	NA	GCA_028577215.1	Cronobacter sakazakii	NA	PDT001611405.1	China	Asia	NA	Missing	2013	Unknown and Unclassified Sources
ND_NC1444	NCBI	NA	GCA_028577235.1	Cronobacter sakazakii	NA	PDT001611398.1	China	Asia	NA	food	2006	Food and Food Ingredients
ND_NC1445	NCBI	NA	GCA_028577435.1	Cronobacter sakazakii	NA	PDT001611418.1	China	Asia	NA	food	2010	Food and Food Ingredients
ND_NC1446	NCBI	NA	GCA_028577475.1	Cronobacter sakazakii	NA	PDT001611415.1	China	Asia	NA	food	2011	Food and Food Ingredients
ND_NC1447	NCBI	NA	GCA_028577495.1	Cronobacter sakazakii	NA	PDT001611410.1	China	Asia	NA	food	2008	Food and Food Ingredients
ND_NC1448	NCBI	NA	GCA_028577515.1	Cronobacter sakazakii	NA	PDT001611414.1	China	Asia	NA	environmental	2010	Environmental Samples
ND_NC1449	NCBI	NA	GCA_028577535.1	Cronobacter sakazakii	NA	PDT001611408.1	China	Asia	NA	food	2012	Food and Food Ingredients
ND_NC1450	NCBI	NA	GCA_028577555.1	Cronobacter sakazakii	NA	PDT001611401.1	China	Asia	NA	food	2012	Food and Food Ingredients
ND_NC1451	NCBI	NA	GCA_028577965.1	Cronobacter sakazakii	NA	PDT001611413.1	China	Asia	NA	food	2016	Food and Food Ingredients
ND_NC1452	NCBI	NA	GCA_028578005.1	Cronobacter sakazakii	NA	PDT001611412.1	China	Asia	NA	food	2016	Food and Food Ingredients
